report_period,federal_district,region,административный_персонал,доля_людей_питающихся_в_столовой,доход_банка,количество_клиентов,общее_количество_людей_в_вузе,объем_транзакций,средний_тариф_банка,средняя_стоимость_обеда,студенты
Август 2023,Северо-Кавказский ФО,Ставропольский край,1162,17.13,38862.41,4367,25496,1177648.89,3.3,269.67,24334
Сентябрь 2023,Северо-Кавказский ФО,Ставропольский край,1206,73.7,131527.72,18220,24722,4963310.2,2.65,272.41,23516
Октябрь 2023,Северо-Кавказский ФО,Ставропольский край,1172,73.56,103401.14,19015,25851,5222279.6,1.98,274.64,24679
Ноябрь 2023,Северо-Кавказский ФО,Ставропольский край,1175,71.23,157700.32,18014,25290,4638244.72,3.4,257.48,24115
Декабрь 2023,Северо-Кавказский ФО,Ставропольский край,1300,45.88,94398.73,11998,26153,3470541.48,2.72,289.26,24853
Январь 2024,Северо-Кавказский ФО,Ставропольский край,1299,64.49,151292.2,17621,27324,4833616.51,3.13,274.31,26025
Февраль 2024,Северо-Кавказский ФО,Ставропольский край,1279,69.89,149821.28,19086,27309,5945289.0,2.52,311.5,26030
Март 2024,Северо-Кавказский ФО,Ставропольский край,1257,69.3,122815.47,19011,27433,5739040.68,2.14,301.88,26176
Апрель 2024,Северо-Кавказский ФО,Ставропольский край,1366,69.11,188351.77,19711,28522,6320529.26,2.98,320.66,27156
Май 2024,Северо-Кавказский ФО,Ставропольский край,1311,55.28,67548.19,15067,27257,4169641.58,1.62,276.74,25946
Июнь 2024,Северо-Кавказский ФО,Ставропольский край,1301,27.16,48197.2,7592,27953,2374246.16,2.03,312.73,26652
Июль 2024,Северо-Кавказский ФО,Ставропольский край,1306,13.77,20408.35,3888,28240,1121338.08,1.82,288.41,26934
Август 2024,Северо-Кавказский ФО,Ставропольский край,1354,17.26,26342.65,4911,28458,1393790.91,1.89,283.81,27104
Сентябрь 2024,Северо-Кавказский ФО,Ставропольский край,1360,74.54,166702.13,20643,27695,5953647.63,2.8,288.41,26335
Октябрь 2024,Северо-Кавказский ФО,Ставропольский край,1277,74.7,191440.05,20402,27312,5731737.88,3.34,280.94,26035
Ноябрь 2024,Северо-Кавказский ФО,Ставропольский край,1293,73.69,120433.15,20139,27330,5680809.12,2.12,282.08,26037
Декабрь 2024,Северо-Кавказский ФО,Ставропольский край,1362,48.92,72552.09,13621,27845,4169660.52,1.74,306.12,26483
Январь 2022,Северо-Кавказский ФО,Республика Дагестан,1408,64.84,100511.72,19831,30586,4548041.54,2.21,229.34,29178
Февраль 2022,Северо-Кавказский ФО,Республика Дагестан,1526,73.6,100243.88,22986,31232,5507905.32,1.82,239.62,29706
Март 2022,Северо-Кавказский ФО,Республика Дагестан,1533,67.81,133037.45,21453,31637,5217155.07,2.55,243.19,30104
Апрель 2022,Северо-Кавказский ФО,Республика Дагестан,1447,68.46,94550.0,21643,31615,5433908.01,1.74,251.07,30168
Май 2022,Северо-Кавказский ФО,Республика Дагестан,1574,56.46,137910.7,18057,31983,4179112.08,3.3,231.44,30409
Июнь 2022,Северо-Кавказский ФО,Республика Дагестан,1459,27.08,35249.53,8670,32018,1991499.0,1.77,229.7,30559
Июль 2022,Северо-Кавказский ФО,Республика Дагестан,1460,12.82,18483.13,3939,30727,999087.96,1.85,253.64,29267
Август 2022,Северо-Кавказский ФО,Республика Дагестан,1444,16.2,20355.26,5005,30898,1204453.25,1.69,240.65,29454
Сентябрь 2022,Северо-Кавказский ФО,Республика Дагестан,1550,71.56,163018.78,22313,31181,5801380.0,2.81,260.0,29631
Октябрь 2022,Северо-Кавказский ФО,Республика Дагестан,1602,72.05,135382.44,23168,32156,5760954.88,2.35,248.66,30554
Ноябрь 2022,Северо-Кавказский ФО,Республика Дагестан,1468,68.45,97813.48,21947,32063,4915250.12,1.99,223.96,30595
Декабрь 2022,Северо-Кавказский ФО,Республика Дагестан,1571,46.37,83490.6,14848,32021,3567974.4,2.34,240.3,30450
Январь 2023,Северо-Кавказский ФО,Республика Дагестан,1609,66.87,217230.99,23414,35015,6484507.3,3.35,276.95,33406
Февраль 2023,Северо-Кавказский ФО,Республика Дагестан,1682,72.83,213968.34,24991,34315,6220009.99,3.44,248.89,32633
Март 2023,Северо-Кавказский ФО,Республика Дагестан,1632,70.74,94735.98,25068,35437,6151687.2,1.54,245.4,33805
Апрель 2023,Северо-Кавказский ФО,Республика Дагестан,1660,66.34,99936.19,22565,34015,5913383.9,1.69,262.06,32355
Май 2023,Северо-Кавказский ФО,Республика Дагестан,1575,57.87,179145.59,19810,34232,5300165.5,3.38,267.55,32657
Июнь 2023,Северо-Кавказский ФО,Республика Дагестан,1707,27.94,54797.05,9624,34447,2634473.76,2.08,273.74,32740
Июль 2023,Северо-Кавказский ФО,Республика Дагестан,1575,13.54,25737.77,4657,34399,1175240.52,2.19,252.36,32824
Август 2023,Северо-Кавказский ФО,Республика Дагестан,1624,15.94,42969.23,5485,34413,1497185.6,2.87,272.96,32789
Сентябрь 2023,Северо-Кавказский ФО,Республика Дагестан,1752,75.62,219717.44,26851,35509,6997370.6,3.14,260.6,33757
Октябрь 2023,Северо-Кавказский ФО,Республика Дагестан,1701,70.39,130463.25,24336,34574,6395257.44,2.04,262.79,32873
Ноябрь 2023,Северо-Кавказский ФО,Республика Дагестан,1603,68.21,97477.63,23490,34439,6498508.5,1.5,276.65,32836
Декабрь 2023,Северо-Кавказский ФО,Республика Дагестан,1589,45.12,133725.41,15446,34234,4258771.12,3.14,275.72,32645
Январь 2024,Северо-Кавказский ФО,Республика Дагестан,1743,68.76,188758.87,26304,38255,7998257.28,2.36,304.07,36512
Февраль 2024,Северо-Кавказский ФО,Республика Дагестан,1892,73.08,265913.01,27805,38048,8107103.85,3.28,291.57,36156
Март 2024,Северо-Кавказский ФО,Республика Дагестан,1873,69.2,250352.98,26435,38202,8235295.55,3.04,311.53,36329
Апрель 2024,Северо-Кавказский ФО,Республика Дагестан,1672,70.09,147022.33,25710,36682,6935015.4,2.12,269.74,35010
Май 2024,Северо-Кавказский ФО,Республика Дагестан,1753,58.61,218886.62,21921,37403,6514482.78,3.36,297.18,35650
Июнь 2024,Северо-Кавказский ФО,Республика Дагестан,1906,26.2,96941.46,10120,38627,2919923.6,3.32,288.53,36721
Июль 2024,Северо-Кавказский ФО,Республика Дагестан,1784,13.56,33140.25,5260,38792,1466382.8,2.26,278.78,37008
Август 2024,Северо-Кавказский ФО,Республика Дагестан,1849,16.17,65165.57,6243,38612,1905426.03,3.42,305.21,36763
Сентябрь 2024,Северо-Кавказский ФО,Республика Дагестан,1710,70.54,156333.63,26005,36866,7480078.2,2.09,287.64,35156
Октябрь 2024,Северо-Кавказский ФО,Республика Дагестан,1804,73.19,142913.03,27557,37652,8357486.96,1.71,303.28,35848
Ноябрь 2024,Северо-Кавказский ФО,Республика Дагестан,1823,70.61,148632.69,25948,36749,7394661.04,2.01,284.98,34926
Декабрь 2024,Северо-Кавказский ФО,Республика Дагестан,1752,46.44,74180.08,17225,37091,4755133.5,1.56,276.06,35339
Январь 2022,Дальневосточный ФО,Приморский край,887,65.81,70745.26,12576,19110,3305853.12,2.14,262.87,18223
Февраль 2022,Дальневосточный ФО,Приморский край,877,68.86,66803.85,13137,19078,3795673.41,1.76,288.93,18201
Март 2022,Дальневосточный ФО,Приморский край,914,68.07,100157.5,12973,19059,3199920.18,3.13,246.66,18145
Апрель 2022,Дальневосточный ФО,Приморский край,877,65.28,109698.6,12296,18836,3143226.48,3.49,255.63,17959
Май 2022,Дальневосточный ФО,Приморский край,869,55.06,50670.07,10498,19068,3016075.4,1.68,287.3,18199
Июнь 2022,Дальневосточный ФО,Приморский край,893,25.83,26119.56,4859,18814,1396768.14,1.87,287.46,17921
Июль 2022,Дальневосточный ФО,Приморский край,954,13.38,15442.5,2564,19165,662768.36,2.33,258.49,18211
Август 2022,Дальневосточный ФО,Приморский край,889,16.19,14338.36,3143,19419,810076.82,1.77,257.74,18530
Сентябрь 2022,Дальневосточный ФО,Приморский край,901,77.19,74131.51,14445,18714,3564014.85,2.08,246.73,17813
Октябрь 2022,Дальневосточный ФО,Приморский край,938,72.94,91430.23,13867,19012,3992586.64,2.29,287.92,18074
Ноябрь 2022,Дальневосточный ФО,Приморский край,926,67.44,86181.23,12594,18675,3327460.74,2.59,264.21,17749
Декабрь 2022,Дальневосточный ФО,Приморский край,894,47.94,49222.92,8913,18592,2537263.71,1.94,284.67,17698
Январь 2023,Дальневосточный ФО,Приморский край,989,69.24,107759.32,14243,20571,4112951.11,2.62,288.77,19582
Февраль 2023,Дальневосточный ФО,Приморский край,945,70.6,140621.25,14505,20546,4111732.35,3.42,283.47,19601
Март 2023,Дальневосточный ФО,Приморский край,1009,69.47,98935.54,14154,20375,4436571.3,2.23,313.45,19366
Апрель 2023,Дальневосточный ФО,Приморский край,1059,68.89,70451.81,14673,21300,4168746.03,1.69,284.11,20241
Май 2023,Дальневосточный ФО,Приморский край,961,57.19,101662.51,12032,21039,3529948.16,2.88,293.38,20078
Июнь 2023,Дальневосточный ФО,Приморский край,1024,27.57,47613.52,5732,20793,1682456.64,2.83,293.52,19769
Май 2024,Дальневосточный ФО,Приморский край,1113,54.21,116843.58,12132,22380,3843538.92,3.04,316.81,21267
Июль 2023,Дальневосточный ФО,Приморский край,1013,12.88,26886.5,2695,20928,850838.45,3.16,315.71,19915
Август 2023,Дальневосточный ФО,Приморский край,976,15.98,26344.47,3335,20874,975720.95,2.7,292.57,19898
Сентябрь 2023,Дальневосточный ФО,Приморский край,960,70.61,99698.67,14895,21096,4297356.45,2.32,288.51,20136
Октябрь 2023,Дальневосточный ФО,Приморский край,989,72.79,151093.78,14785,20312,4677826.15,3.23,316.39,19323
Ноябрь 2023,Дальневосточный ФО,Приморский край,998,68.58,59770.98,14253,20784,3958343.16,1.51,277.72,19786
Декабрь 2023,Дальневосточный ФО,Приморский край,946,46.7,80729.88,9526,20400,2803120.76,2.88,294.26,19454
Январь 2024,Дальневосточный ФО,Приморский край,1044,70.31,97727.58,15753,22406,5311281.48,1.84,337.16,21362
Февраль 2024,Дальневосточный ФО,Приморский край,1106,72.67,77508.9,16614,22863,5033045.16,1.54,302.94,21757
Март 2024,Дальневосточный ФО,Приморский край,1091,71.58,132750.5,16028,22393,5462983.52,2.43,340.84,21302
Апрель 2024,Дальневосточный ФО,Приморский край,1056,67.53,103336.02,15444,22871,5218990.92,1.98,337.93,21815
Июнь 2024,Дальневосточный ФО,Приморский край,1021,27.88,67003.17,6265,22474,2133859.0,3.14,340.6,21453
Июль 2024,Дальневосточный ФО,Приморский край,1100,13.62,27881.59,3039,22317,964760.94,2.89,317.46,21217
Август 2024,Дальневосточный ФО,Приморский край,1083,16.62,40248.32,3855,23196,1163246.25,3.46,301.75,22113
Сентябрь 2024,Дальневосточный ФО,Приморский край,1069,75.13,184460.43,17350,23094,5675705.5,3.25,327.13,22025
Октябрь 2024,Дальневосточный ФО,Приморский край,1058,72.86,160801.16,16776,23025,5722461.36,2.81,341.11,21967
Ноябрь 2024,Дальневосточный ФО,Приморский край,1077,69.88,141951.62,16210,23197,5218809.5,2.72,321.95,22120
Декабрь 2024,Дальневосточный ФО,Приморский край,1108,45.52,102164.11,10242,22500,3086529.12,3.31,301.36,21392
Январь 2022,Дальневосточный ФО,Хабаровский край,762,66.85,61664.96,10330,15453,2815751.4,2.19,272.58,14691
Февраль 2022,Дальневосточный ФО,Хабаровский край,759,71.41,89184.73,11569,16201,3023211.08,2.95,261.32,15442
Март 2022,Дальневосточный ФО,Хабаровский край,756,67.06,85519.25,10525,15695,2969418.25,2.88,282.13,14939
Апрель 2022,Дальневосточный ФО,Хабаровский край,768,69.27,104603.01,11103,16030,3067536.84,3.41,276.28,15262
Май 2022,Дальневосточный ФО,Хабаровский край,746,55.04,70444.08,8884,16142,2515859.96,2.8,283.19,15396
Июнь 2022,Дальневосточный ФО,Хабаровский край,777,27.85,33360.13,4477,16077,1208700.46,2.76,269.98,15300
Июль 2022,Дальневосточный ФО,Хабаровский край,713,13.77,14176.04,2117,15380,517373.63,2.74,244.39,14667
Август 2022,Дальневосточный ФО,Хабаровский край,760,16.25,16517.33,2626,16162,705868.8,2.34,268.8,15402
Сентябрь 2022,Дальневосточный ФО,Хабаровский край,757,74.08,54960.21,12002,16202,3392605.34,1.62,282.67,15445
Октябрь 2022,Дальневосточный ФО,Хабаровский край,774,74.62,48723.06,12039,16134,3226692.78,1.51,268.02,15360
Ноябрь 2022,Дальневосточный ФО,Хабаровский край,736,73.04,60158.36,11810,16170,3117013.3,1.93,263.93,15434
Декабрь 2022,Дальневосточный ФО,Хабаровский край,763,48.2,46085.4,7796,16175,2075918.88,2.22,266.28,15412
Январь 2023,Дальневосточный ФО,Хабаровский край,798,68.52,100060.17,11560,16871,3186629.6,3.14,275.66,16073
Февраль 2023,Дальневосточный ФО,Хабаровский край,851,73.63,92111.7,12824,17418,3886569.68,2.37,303.07,16567
Март 2023,Дальневосточный ФО,Хабаровский край,778,70.81,93380.13,11922,16838,3633467.94,2.57,304.77,16060
Апрель 2023,Дальневосточный ФО,Хабаровский край,794,66.71,79797.23,11229,16834,3092915.76,2.58,275.44,16040
Май 2023,Дальневосточный ФО,Хабаровский край,811,57.32,47104.84,9693,16911,2907706.14,1.62,299.98,16100
Июнь 2023,Дальневосточный ФО,Хабаровский край,766,26.44,19547.15,4440,16795,1237161.6,1.58,278.64,16029
Июль 2023,Дальневосточный ФО,Хабаровский край,793,12.94,13828.62,2229,17226,661656.36,2.09,296.84,16433
Август 2023,Дальневосточный ФО,Хабаровский край,870,16.93,16412.37,3020,17842,887155.2,1.85,293.76,16972
Сентябрь 2023,Дальневосточный ФО,Хабаровский край,880,77.36,88783.89,13729,17748,4289076.89,2.07,312.41,16868
Октябрь 2023,Дальневосточный ФО,Хабаровский край,834,74.65,90497.41,13018,17439,3917636.92,2.31,300.94,16605
Ноябрь 2023,Дальневосточный ФО,Хабаровский край,835,72.93,62784.84,12867,17644,4024668.93,1.56,312.79,16809
Декабрь 2023,Дальневосточный ФО,Хабаровский край,766,48.54,45191.24,8144,16778,2193749.28,2.06,269.37,16012
Январь 2024,Дальневосточный ФО,Хабаровский край,956,65.48,118489.65,12651,19321,4246940.7,2.79,335.7,18365
Февраль 2024,Дальневосточный ФО,Хабаровский край,869,71.25,123298.93,13312,18684,4237076.48,2.91,318.29,17815
Март 2024,Дальневосточный ФО,Хабаровский край,876,70.14,129212.07,12870,18350,3988026.9,3.24,309.87,17474
Апрель 2024,Дальневосточный ФО,Хабаровский край,950,69.42,112932.42,13441,19363,3962541.21,2.85,294.81,18413
Май 2024,Дальневосточный ФО,Хабаровский край,884,58.6,73234.17,11310,19302,3755598.6,1.95,332.06,18418
Июнь 2024,Дальневосточный ФО,Хабаровский край,890,25.89,46370.26,4769,18422,1409430.26,3.29,295.54,17532
Июль 2024,Дальневосточный ФО,Хабаровский край,865,13.07,23507.07,2434,18630,725526.72,3.24,298.08,17765
Август 2024,Дальневосточный ФО,Хабаровский край,883,17.02,30321.68,3215,18890,1086798.6,2.79,338.04,18007
Сентябрь 2024,Дальневосточный ФО,Хабаровский край,918,73.19,100081.15,14052,19200,4187496.0,2.39,298.0,18282
Октябрь 2024,Дальневосточный ФО,Хабаровский край,935,74.14,93659.88,14056,18960,4481333.92,2.09,318.82,18025
Ноябрь 2024,Дальневосточный ФО,Хабаровский край,954,73.64,88157.96,14311,19435,4870605.74,1.81,340.34,18481
Май 2022,Дальневосточный ФО,Республика Саха,486,57.6,62286.34,6144,10668,1779609.6,3.5,289.65,10182
Декабрь 2024,Дальневосточный ФО,Хабаровский край,864,47.85,54621.23,8961,18729,2890012.11,1.89,322.51,17865
Январь 2022,Дальневосточный ФО,Республика Саха,510,67.72,34940.14,7115,10507,2031403.65,1.72,285.51,9997
Февраль 2022,Дальневосточный ФО,Республика Саха,502,71.99,70253.91,7754,10771,2141887.42,3.28,276.23,10269
Март 2022,Дальневосточный ФО,Республика Саха,484,66.32,62499.2,7028,10598,2049153.96,3.05,291.57,10114
Апрель 2022,Дальневосточный ФО,Республика Саха,472,66.77,50332.52,6877,10301,1772271.67,2.84,257.71,9829
Июнь 2022,Дальневосточный ФО,Республика Саха,484,26.23,10876.56,2733,10421,697215.63,1.56,255.11,9937
Июль 2022,Дальневосточный ФО,Республика Саха,482,13.86,10040.04,1455,10499,369118.95,2.72,253.69,10017
Август 2022,Дальневосточный ФО,Республика Саха,508,16.14,8641.51,1663,10305,421537.24,2.05,253.48,9797
Сентябрь 2022,Дальневосточный ФО,Республика Саха,509,72.94,35994.82,7600,10420,2181504.0,1.65,287.04,9911
Октябрь 2022,Дальневосточный ФО,Республика Саха,515,70.73,48902.74,7419,10490,1925304.69,2.54,259.51,9975
Ноябрь 2022,Дальневосточный ФО,Республика Саха,489,68.57,33947.46,7192,10489,2008725.6,1.69,279.3,10000
Декабрь 2022,Дальневосточный ФО,Республика Саха,510,45.97,25012.32,4788,10417,1389573.36,1.8,290.22,9907
Январь 2023,Дальневосточный ФО,Республика Саха,530,66.09,42944.94,7727,11692,2191068.12,1.96,283.56,11162
Февраль 2023,Дальневосточный ФО,Республика Саха,564,69.73,75511.79,8147,11684,2281322.94,3.31,280.02,11120
Март 2023,Дальневосточный ФО,Республика Саха,564,66.46,55347.35,7655,11519,2277668.7,2.43,297.54,10955
Апрель 2023,Дальневосточный ФО,Республика Саха,540,70.89,46327.98,8331,11753,2504215.29,1.85,300.59,11213
Май 2023,Дальневосточный ФО,Республика Саха,574,59.55,75867.61,6897,11583,2205453.69,3.44,319.77,11009
Июнь 2023,Дальневосточный ФО,Республика Саха,573,26.23,24408.88,3104,11837,914190.08,2.67,294.52,11264
Июль 2023,Дальневосточный ФО,Республика Саха,537,13.44,13913.68,1507,11215,445951.44,3.12,295.92,10678
Август 2023,Дальневосточный ФО,Республика Саха,543,17.06,14899.36,1971,11558,600780.51,2.48,304.81,11015
Сентябрь 2023,Дальневосточный ФО,Республика Саха,551,76.32,81098.68,8624,11301,2399369.28,3.38,278.22,10750
Октябрь 2023,Дальневосточный ФО,Республика Саха,577,69.84,38458.5,8230,11785,2330818.3,1.65,283.21,11208
Ноябрь 2023,Дальневосточный ФО,Республика Саха,528,71.82,85360.66,8227,11456,2594548.99,3.29,315.37,10928
Декабрь 2023,Дальневосточный ФО,Республика Саха,520,48.97,31802.72,5580,11396,1709823.6,1.86,306.42,10876
Январь 2024,Дальневосточный ФО,Республика Саха,595,66.15,49974.82,8398,12696,2922504.0,1.71,348.0,12101
Февраль 2024,Дальневосточный ФО,Республика Саха,636,72.27,70286.26,9242,12789,2904390.92,2.42,314.26,12153
Март 2024,Дальневосточный ФО,Республика Саха,576,72.43,49518.24,8866,12242,3019404.96,1.64,340.56,11666
Апрель 2024,Дальневосточный ФО,Республика Саха,628,69.22,74961.85,8828,12754,2872101.52,2.61,325.34,12126
Май 2024,Дальневосточный ФО,Республика Саха,622,55.45,57714.29,7128,12856,2414823.84,2.39,338.78,12234
Июнь 2024,Дальневосточный ФО,Республика Саха,610,27.61,23587.97,3518,12745,1139515.38,2.07,323.91,12135
Июль 2024,Дальневосточный ФО,Республика Саха,626,12.74,16116.19,1630,12798,513254.4,3.14,314.88,12172
Август 2024,Дальневосточный ФО,Республика Саха,584,16.79,23030.15,2087,12435,708619.98,3.25,339.54,11851
Сентябрь 2024,Дальневосточный ФО,Республика Саха,597,72.15,64162.22,9084,12591,2814132.36,2.28,309.79,11994
Октябрь 2024,Дальневосточный ФО,Республика Саха,577,73.09,42515.73,9040,12369,2778805.6,1.53,307.39,11792
Ноябрь 2024,Дальневосточный ФО,Республика Саха,576,67.44,86559.64,8328,12349,2856753.84,3.03,343.03,11773
Декабрь 2024,Дальневосточный ФО,Республика Саха,617,47.09,30092.48,5850,12425,1966828.5,1.53,336.21,11808
